Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID2350,Martha,2021-02-10,16:27:50,Contract related,Y,Y,122.0,00:04:35,4.0,1,1,February
ID2351,Dan,2021-02-10,16:27:50,Contract related,N,N,,,,0,0,February
ID2352,Diane,2021-02-10,16:27:50,Contract related,N,N,,,,0,0,February
ID2353,Diane,2021-02-10,17:08:10,Technical Support,Y,Y,114.0,00:06:54,3.0,1,1,February
ID2354,Becky,2021-02-10,17:08:10,Technical Support,Y,Y,30.0,00:06:31,1.0,1,1,February
ID2355,Diane,2021-02-10,17:18:14,Admin Support,Y,Y,47.0,00:00:47,4.0,1,1,February
ID2356,Joe,2021-02-10,17:18:14,Payment related,Y,Y,23.0,00:03:37,2.0,1,1,February
ID2357,Greg,2021-02-10,17:25:26,Payment related,Y,Y,99.0,00:01:42,3.0,1,1,February
ID2358,Stewart,2021-02-10,17:25:26,Contract related,Y,Y,51.0,00:04:51,4.0,1,1,February
ID2359,Diane,2021-02-10,17:28:19,Contract related,Y,Y,20.0,00:05:06,1.0,1,1,February
ID2360,Jim,2021-02-10,17:28:19,Admin Support,Y,Y,25.0,00:06:15,5.0,1,1,February
ID2361,Jim,2021-02-10,17:35:31,Contract related,N,N,,,,0,0,February
ID2362,Jim,2021-02-10,17:35:31,Contract related,Y,Y,69.0,00:04:16,3.0,1,1,February
ID2363,Dan,2021-02-10,17:44:10,Admin Support,Y,Y,118.0,00:05:40,4.0,1,1,February
ID2364,Diane,2021-02-10,17:44:10,Payment related,Y,Y,108.0,00:04:40,5.0,1,1,February
ID2365,Martha,2021-02-11,09:05:46,Streaming,Y,Y,59.0,00:04:31,5.0,1,1,February
ID2366,Diane,2021-02-11,09:05:46,Technical Support,Y,Y,103.0,00:01:22,3.0,1,1,February
ID2367,Becky,2021-02-11,09:11:31,Payment related,N,N,,,,0,0,February
ID2368,Jim,2021-02-11,09:11:31,Contract related,Y,Y,112.0,00:01:24,1.0,1,1,February
ID2369,Diane,2021-02-11,09:34:34,Streaming,Y,Y,38.0,00:03:30,5.0,1,1,February
ID2370,Jim,2021-02-11,09:34:34,Contract related,Y,Y,81.0,00:04:44,3.0,1,1,February
ID2371,Martha,2021-02-11,09:44:38,Admin Support,Y,N,115.0,00:03:02,4.0,1,0,February
ID2372,Greg,2021-02-11,09:44:38,Contract related,N,N,,,,0,0,February
ID2373,Stewart,2021-02-11,10:12:00,Contract related,Y,Y,45.0,00:01:04,4.0,1,1,February
ID2374,Dan,2021-02-11,10:12:00,Admin Support,Y,Y,11.0,00:02:06,5.0,1,1,February
ID2375,Joe,2021-02-11,10:23:31,Streaming,Y,Y,93.0,00:02:17,1.0,1,1,February
ID2376,Becky,2021-02-11,10:23:31,Streaming,Y,Y,107.0,00:01:45,5.0,1,1,February
ID2377,Martha,2021-02-11,10:29:17,Payment related,Y,Y,36.0,00:05:37,3.0,1,1,February
ID2378,Greg,2021-02-11,10:29:17,Contract related,Y,Y,81.0,00:04:20,1.0,1,1,February
ID2379,Greg,2021-02-11,11:05:17,Payment related,Y,Y,58.0,00:06:31,3.0,1,1,February
ID2380,Diane,2021-02-11,11:05:17,Contract related,N,N,,,,0,0,February
ID2381,Jim,2021-02-11,11:12:29,Contract related,Y,Y,102.0,00:06:13,5.0,1,1,February
ID2382,Becky,2021-02-11,11:12:29,Streaming,Y,Y,63.0,00:05:52,4.0,1,1,February
ID2383,Dan,2021-02-11,11:54:14,Streaming,Y,Y,106.0,00:00:41,4.0,1,1,February
ID2384,Becky,2021-02-11,11:54:14,Admin Support,N,N,,,,0,0,February
ID2385,Jim,2021-02-11,11:55:41,Payment related,Y,Y,31.0,00:00:47,4.0,1,1,February
ID2386,Dan,2021-02-11,11:55:41,Contract related,Y,Y,93.0,00:04:54,5.0,1,1,February
ID2387,Diane,2021-02-11,12:00:00,Payment related,N,N,,,,0,0,February
ID2388,Becky,2021-02-11,12:00:00,Admin Support,Y,Y,66.0,00:03:11,4.0,1,1,February
ID2389,Becky,2021-02-11,12:00:00,Payment related,N,N,,,,0,0,February
ID2390,Becky,2021-02-11,12:00:00,Admin Support,N,N,,,,0,0,February
ID2391,Diane,2021-02-11,12:04:19,Payment related,Y,Y,18.0,00:02:08,5.0,1,1,February
ID2392,Martha,2021-02-11,12:04:19,Admin Support,Y,Y,65.0,00:05:43,5.0,1,1,February
ID2393,Dan,2021-02-11,12:15:50,Contract related,Y,Y,116.0,00:04:12,2.0,1,1,February
ID2394,Dan,2021-02-11,12:15:50,Payment related,N,N,,,,0,0,February
ID2395,Stewart,2021-02-11,12:30:14,Payment related,N,N,,,,0,0,February
ID2396,Martha,2021-02-11,12:30:14,Admin Support,Y,Y,19.0,00:05:35,5.0,1,1,February
ID2397,Dan,2021-02-11,12:34:34,Technical Support,N,N,,,,0,0,February
ID2398,Greg,2021-02-11,12:34:34,Technical Support,Y,Y,120.0,00:06:54,3.0,1,1,February
ID2399,Martha,2021-02-11,12:36:00,Admin Support,Y,Y,32.0,00:00:55,3.0,1,1,February
ID2400,Stewart,2021-02-11,12:36:00,Admin Support,Y,Y,121.0,00:05:45,2.0,1,1,February
ID2401,Jim,2021-02-11,12:50:24,Contract related,N,N,,,,0,0,February
ID2402,Greg,2021-02-11,12:50:24,Admin Support,Y,Y,82.0,00:03:21,4.0,1,1,February
ID2403,Martha,2021-02-11,12:57:36,Contract related,Y,Y,53.0,00:02:18,4.0,1,1,February
ID2404,Stewart,2021-02-11,12:57:36,Payment related,N,N,,,,0,0,February
ID2405,Becky,2021-02-11,13:12:00,Technical Support,Y,Y,16.0,00:05:12,4.0,1,1,February
ID2406,Martha,2021-02-11,13:12:00,Admin Support,Y,Y,67.0,00:06:11,3.0,1,1,February
ID2407,Dan,2021-02-11,13:22:05,Streaming,Y,Y,95.0,00:02:59,4.0,1,1,February
ID2408,Diane,2021-02-11,13:22:05,Admin Support,Y,Y,75.0,00:02:42,3.0,1,1,February
ID2409,Jim,2021-02-11,13:30:43,Streaming,Y,Y,53.0,00:05:25,3.0,1,1,February
ID2410,Joe,2021-02-11,13:30:43,Contract related,Y,Y,116.0,00:00:49,5.0,1,1,February
ID2411,Stewart,2021-02-11,13:37:55,Technical Support,Y,Y,83.0,00:04:23,3.0,1,1,February
ID2412,Jim,2021-02-11,13:37:55,Contract related,Y,Y,92.0,00:02:15,4.0,1,1,February
ID2413,Martha,2021-02-11,13:46:34,Admin Support,Y,Y,24.0,00:02:41,3.0,1,1,February
ID2414,Martha,2021-02-11,13:46:34,Contract related,Y,Y,16.0,00:04:17,4.0,1,1,February
ID2415,Jim,2021-02-11,14:03:50,Contract related,Y,Y,24.0,00:02:22,5.0,1,1,February
ID2416,Martha,2021-02-11,14:03:50,Technical Support,Y,Y,114.0,00:03:49,2.0,1,1,February
ID2417,Jim,2021-02-11,14:03:50,Contract related,N,N,,,,0,0,February
ID2418,Jim,2021-02-11,14:03:50,Technical Support,Y,Y,120.0,00:05:57,4.0,1,1,February
ID2419,Martha,2021-02-11,14:25:26,Streaming,Y,Y,89.0,00:06:57,5.0,1,1,February
ID2420,Martha,2021-02-11,14:25:26,Payment related,Y,Y,83.0,00:01:29,4.0,1,1,February
ID2421,Dan,2021-02-11,14:52:48,Streaming,Y,Y,71.0,00:02:34,5.0,1,1,February
ID2422,Greg,2021-02-11,14:52:48,Streaming,Y,Y,62.0,00:02:00,4.0,1,1,February
ID2423,Becky,2021-02-11,15:04:19,Payment related,Y,Y,84.0,00:03:15,2.0,1,1,February
ID2424,Dan,2021-02-11,15:04:19,Technical Support,Y,Y,17.0,00:01:21,4.0,1,1,February
ID2425,Greg,2021-02-11,15:11:31,Contract related,Y,Y,24.0,00:03:51,4.0,1,1,February
ID2426,Joe,2021-02-11,15:11:31,Streaming,Y,Y,108.0,00:05:34,3.0,1,1,February
ID2427,Diane,2021-02-11,15:59:02,Payment related,Y,Y,13.0,00:02:04,3.0,1,1,February
ID2428,Becky,2021-02-11,15:59:02,Technical Support,Y,Y,119.0,00:06:23,3.0,1,1,February
ID2429,Dan,2021-02-11,16:29:17,Payment related,Y,Y,80.0,00:05:32,2.0,1,1,February
ID2430,Joe,2021-02-11,16:29:17,Contract related,Y,Y,99.0,00:01:52,4.0,1,1,February
ID2431,Martha,2021-02-11,16:50:53,Streaming,Y,Y,60.0,00:05:53,4.0,1,1,February
ID2432,Greg,2021-02-11,16:50:53,Admin Support,Y,Y,121.0,00:04:52,4.0,1,1,February
ID2433,Diane,2021-02-11,17:02:24,Technical Support,N,N,,,,0,0,February
ID2434,Becky,2021-02-11,17:02:24,Contract related,Y,Y,91.0,00:06:08,2.0,1,1,February
ID2435,Greg,2021-02-11,17:24:00,Payment related,Y,Y,91.0,00:01:45,2.0,1,1,February
ID2436,Diane,2021-02-11,17:24:00,Admin Support,Y,Y,99.0,00:01:05,3.0,1,1,February
ID2437,Martha,2021-02-12,09:12:58,Contract related,N,N,,,,0,0,February
ID2438,Joe,2021-02-12,09:12:58,Payment related,N,N,,,,0,0,February
ID2439,Martha,2021-02-12,10:00:29,Technical Support,Y,Y,101.0,00:05:16,3.0,1,1,February
ID2440,Diane,2021-02-12,10:00:29,Technical Support,Y,Y,61.0,00:04:25,1.0,1,1,February
ID2441,Becky,2021-02-12,10:13:26,Streaming,Y,Y,35.0,00:02:31,4.0,1,1,February
ID2442,Joe,2021-02-12,10:13:26,Contract related,Y,N,55.0,00:04:14,1.0,1,0,February
ID2443,Martha,2021-02-12,10:16:19,Admin Support,N,N,,,,0,0,February
ID2444,Jim,2021-02-12,10:16:19,Technical Support,N,N,,,,0,0,February
ID2445,Becky,2021-02-12,10:24:58,Admin Support,Y,Y,107.0,00:03:50,5.0,1,1,February
ID2446,Becky,2021-02-12,10:24:58,Streaming,Y,Y,21.0,00:07:00,5.0,1,1,February
ID2447,Joe,2021-02-12,10:26:24,Contract related,Y,Y,79.0,00:03:31,4.0,1,1,February
ID2448,Diane,2021-02-12,10:26:24,Payment related,Y,Y,67.0,00:02:17,3.0,1,1,February
ID2449,Becky,2021-02-12,10:32:10,Technical Support,Y,Y,32.0,00:01:52,3.0,1,1,February
ID2450,Becky,2021-02-12,10:32:10,Contract related,N,N,,,,0,0,February
ID2451,Martha,2021-02-12,10:46:34,Contract related,Y,Y,79.0,00:04:45,4.0,1,1,February
ID2452,Jim,2021-02-12,10:46:34,Admin Support,Y,Y,117.0,00:03:59,3.0,1,1,February
ID2453,Dan,2021-02-12,10:53:46,Technical Support,Y,Y,110.0,00:04:31,4.0,1,1,February
ID2454,Dan,2021-02-12,10:53:46,Admin Support,Y,Y,31.0,00:00:32,4.0,1,1,February
ID2455,Dan,2021-02-12,11:08:10,Contract related,N,N,,,,0,0,February
ID2456,Greg,2021-02-12,11:08:10,Streaming,Y,Y,87.0,00:06:30,4.0,1,1,February
ID2457,Becky,2021-02-12,11:26:53,Technical Support,Y,Y,99.0,00:06:55,5.0,1,1,February
ID2458,Martha,2021-02-12,11:26:53,Streaming,Y,Y,83.0,00:03:43,4.0,1,1,February
ID2459,Diane,2021-02-12,11:54:14,Admin Support,Y,Y,36.0,00:06:13,3.0,1,1,February
ID2460,Dan,2021-02-12,11:54:14,Admin Support,Y,Y,67.0,00:06:52,3.0,1,1,February
ID2461,Stewart,2021-02-12,12:14:24,Technical Support,Y,Y,91.0,00:03:06,4.0,1,1,February
ID2462,Dan,2021-02-12,12:14:24,Technical Support,N,N,,,,0,0,February
ID2463,Greg,2021-02-12,12:24:29,Streaming,Y,Y,29.0,00:05:56,3.0,1,1,February
ID2464,Diane,2021-02-12,12:24:29,Admin Support,Y,Y,86.0,00:04:12,1.0,1,1,February
ID2465,Jim,2021-02-12,12:50:24,Payment related,Y,Y,58.0,00:01:52,5.0,1,1,February
ID2466,Greg,2021-02-12,12:50:24,Payment related,Y,Y,57.0,00:00:46,1.0,1,1,February
ID2467,Jim,2021-02-12,13:07:41,Streaming,Y,Y,70.0,00:04:48,3.0,1,1,February
ID2468,Jim,2021-02-12,13:07:41,Admin Support,N,N,,,,0,0,February
ID2469,Joe,2021-02-12,13:24:58,Contract related,Y,Y,77.0,00:02:20,4.0,1,1,February
ID2470,Dan,2021-02-12,13:24:58,Contract related,Y,Y,31.0,00:05:16,5.0,1,1,February
ID2471,Diane,2021-02-12,13:29:17,Technical Support,Y,Y,43.0,00:00:56,2.0,1,1,February
ID2472,Jim,2021-02-12,13:29:17,Technical Support,Y,Y,38.0,00:05:06,4.0,1,1,February
ID2473,Diane,2021-02-12,15:53:17,Technical Support,N,N,,,,0,0,February
ID2474,Diane,2021-02-12,15:53:17,Contract related,Y,N,83.0,00:02:24,5.0,1,0,February
ID2475,Jim,2021-02-12,17:13:55,Admin Support,Y,Y,122.0,00:04:31,5.0,1,1,February
ID2476,Dan,2021-02-12,17:13:55,Technical Support,Y,Y,42.0,00:06:48,5.0,1,1,February
ID2477,Becky,2021-02-12,17:52:48,Streaming,Y,Y,61.0,00:01:11,4.0,1,1,February
ID2478,Jim,2021-02-12,17:52:48,Streaming,Y,N,103.0,00:03:57,3.0,1,0,February
ID2479,Becky,2021-02-12,17:52:48,Streaming,Y,Y,110.0,00:05:26,4.0,1,1,February
ID2480,Diane,2021-02-12,17:52:48,Streaming,N,N,,,,0,0,February
ID2481,Martha,2021-02-13,09:14:24,Payment related,N,N,,,,0,0,February
ID2482,Dan,2021-02-13,09:14:24,Technical Support,N,N,,,,0,0,February
ID2483,Martha,2021-02-13,09:33:07,Technical Support,Y,Y,88.0,00:02:15,2.0,1,1,February
ID2484,Jim,2021-02-13,09:33:07,Streaming,N,N,,,,0,0,February
ID2485,Stewart,2021-02-13,09:36:00,Technical Support,Y,Y,57.0,00:02:24,5.0,1,1,February
ID2486,Jim,2021-02-13,09:36:00,Payment related,N,N,,,,0,0,February
ID2487,Becky,2021-02-13,09:41:46,Contract related,N,N,,,,0,0,February
ID2488,Dan,2021-02-13,09:41:46,Contract related,Y,Y,37.0,00:06:05,3.0,1,1,February
ID2489,Greg,2021-02-13,09:54:43,Payment related,Y,Y,62.0,00:01:14,2.0,1,1,February
ID2490,Greg,2021-02-13,09:54:43,Streaming,Y,Y,48.0,00:01:27,4.0,1,1,February
ID2491,Dan,2021-02-13,10:10:34,Technical Support,Y,Y,123.0,00:03:12,3.0,1,1,February
ID2492,Greg,2021-02-13,10:10:34,Contract related,Y,Y,83.0,00:00:50,5.0,1,1,February
ID2493,Joe,2021-02-13,10:33:36,Admin Support,Y,Y,23.0,00:02:51,5.0,1,1,February
ID2494,Dan,2021-02-13,10:33:36,Payment related,N,N,,,,0,0,February
ID2495,Greg,2021-02-13,10:45:07,Streaming,Y,N,27.0,00:05:11,3.0,1,0,February
ID2496,Joe,2021-02-13,10:45:07,Admin Support,Y,Y,78.0,00:06:23,5.0,1,1,February
ID2497,Becky,2021-02-13,11:03:50,Streaming,Y,Y,82.0,00:05:12,3.0,1,1,February
ID2498,Jim,2021-02-13,11:03:50,Streaming,Y,Y,50.0,00:05:27,4.0,1,1,February
ID2499,Diane,2021-02-13,11:32:38,Admin Support,Y,Y,90.0,00:01:08,4.0,1,1,February
ID2500,Joe,2021-02-13,11:32:38,Admin Support,Y,Y,89.0,00:05:13,3.0,1,1,February
ID2501,Martha,2021-02-13,12:12:58,Payment related,Y,Y,79.0,00:06:47,1.0,1,1,February
ID2502,Greg,2021-02-13,12:12:58,Contract related,Y,Y,123.0,00:06:42,2.0,1,1,February
ID2503,Dan,2021-02-13,12:25:55,Admin Support,Y,Y,97.0,00:02:32,1.0,1,1,February
ID2504,Dan,2021-02-13,12:25:55,Technical Support,Y,Y,74.0,00:05:57,3.0,1,1,February
ID2505,Jim,2021-02-13,12:27:22,Admin Support,Y,Y,68.0,00:03:10,5.0,1,1,February
ID2506,Joe,2021-02-13,12:27:22,Streaming,Y,Y,100.0,00:04:26,5.0,1,1,February
ID2507,Jim,2021-02-13,12:28:48,Admin Support,N,N,,,,0,0,February
ID2508,Martha,2021-02-13,12:28:48,Contract related,Y,Y,34.0,00:04:29,4.0,1,1,February
ID2509,Dan,2021-02-13,12:47:31,Technical Support,N,N,,,,0,0,February
ID2510,Greg,2021-02-13,12:47:31,Contract related,Y,Y,33.0,00:03:46,1.0,1,1,February
ID2511,Greg,2021-02-13,12:53:17,Contract related,Y,Y,63.0,00:05:13,5.0,1,1,February
ID2512,Greg,2021-02-13,12:53:17,Technical Support,Y,Y,54.0,00:02:58,1.0,1,1,February
ID2513,Greg,2021-02-13,13:13:26,Admin Support,N,N,,,,0,0,February
ID2514,Greg,2021-02-13,13:13:26,Technical Support,Y,Y,91.0,00:03:42,2.0,1,1,February
ID2515,Becky,2021-02-13,13:16:19,Payment related,Y,Y,89.0,00:04:15,4.0,1,1,February
ID2516,Joe,2021-02-13,13:16:19,Payment related,Y,Y,75.0,00:04:39,5.0,1,1,February
ID2517,Greg,2021-02-13,13:30:43,Streaming,Y,Y,54.0,00:00:35,4.0,1,1,February
ID2518,Stewart,2021-02-13,13:30:43,Payment related,Y,Y,43.0,00:03:08,3.0,1,1,February
ID2519,Stewart,2021-02-13,14:28:19,Admin Support,Y,Y,45.0,00:06:53,4.0,1,1,February
ID2520,Martha,2021-02-13,14:28:19,Payment related,Y,Y,79.0,00:00:31,5.0,1,1,February
ID2521,Joe,2021-02-13,14:39:50,Technical Support,Y,Y,27.0,00:03:14,3.0,1,1,February
ID2522,Diane,2021-02-13,14:39:50,Payment related,Y,Y,59.0,00:05:33,3.0,1,1,February
ID2523,Stewart,2021-02-13,15:14:24,Contract related,Y,N,70.0,00:00:52,4.0,1,0,February
ID2524,Dan,2021-02-13,15:14:24,Payment related,Y,N,92.0,00:01:26,5.0,1,0,February
ID2525,Greg,2021-02-13,15:33:07,Technical Support,Y,Y,96.0,00:04:35,2.0,1,1,February
ID2526,Becky,2021-02-13,15:33:07,Streaming,Y,Y,79.0,00:05:10,5.0,1,1,February
ID2527,Greg,2021-02-13,15:57:36,Admin Support,Y,Y,115.0,00:01:05,5.0,1,1,February
ID2528,Jim,2021-02-13,15:57:36,Payment related,Y,Y,71.0,00:05:46,3.0,1,1,February
ID2529,Martha,2021-02-13,16:16:19,Streaming,N,N,,,,0,0,February
ID2530,Stewart,2021-02-13,16:16:19,Payment related,Y,N,124.0,00:05:41,4.0,1,0,February
ID2531,Diane,2021-02-13,16:50:53,Payment related,N,N,,,,0,0,February
ID2532,Joe,2021-02-13,16:50:53,Contract related,Y,Y,35.0,00:00:31,5.0,1,1,February
ID2533,Dan,2021-02-13,17:18:14,Contract related,Y,Y,106.0,00:03:22,3.0,1,1,February
ID2534,Dan,2021-02-13,17:18:14,Contract related,Y,Y,32.0,00:03:33,4.0,1,1,February
ID2535,Jim,2021-02-14,09:07:12,Payment related,Y,Y,119.0,00:04:18,4.0,1,1,February
ID2536,Greg,2021-02-14,09:07:12,Contract related,Y,Y,112.0,00:04:29,2.0,1,1,February
ID2537,Stewart,2021-02-14,09:38:53,Technical Support,Y,Y,49.0,00:04:10,1.0,1,1,February
ID2538,Stewart,2021-02-14,09:38:53,Contract related,N,N,,,,0,0,February
ID2539,Joe,2021-02-14,09:46:05,Admin Support,Y,Y,74.0,00:04:54,3.0,1,1,February
ID2540,Greg,2021-02-14,09:46:05,Streaming,Y,N,117.0,00:02:45,4.0,1,0,February
ID2541,Jim,2021-02-14,09:48:58,Contract related,N,N,,,,0,0,February
ID2542,Diane,2021-02-14,09:48:58,Admin Support,Y,Y,40.0,00:06:51,1.0,1,1,February
ID2543,Martha,2021-02-14,10:24:58,Contract related,Y,Y,87.0,00:04:53,5.0,1,1,February
ID2544,Martha,2021-02-14,10:24:58,Streaming,Y,Y,58.0,00:01:24,4.0,1,1,February
ID2545,Becky,2021-02-14,10:30:43,Technical Support,Y,Y,84.0,00:06:00,4.0,1,1,February
ID2546,Jim,2021-02-14,10:30:43,Payment related,Y,Y,54.0,00:02:17,2.0,1,1,February
ID2547,Dan,2021-02-14,10:52:19,Contract related,Y,Y,13.0,00:05:36,5.0,1,1,February
ID2548,Diane,2021-02-14,10:52:19,Technical Support,N,N,,,,0,0,February
ID2549,Jim,2021-02-14,11:54:14,Technical Support,Y,Y,42.0,00:00:36,4.0,1,1,February
ID2550,Stewart,2021-02-14,11:54:14,Payment related,Y,Y,12.0,00:02:36,1.0,1,1,February
ID2551,Diane,2021-02-14,12:31:41,Admin Support,Y,Y,13.0,00:04:40,3.0,1,1,February
ID2552,Greg,2021-02-14,12:31:41,Contract related,N,N,,,,0,0,February
ID2553,Diane,2021-02-14,12:41:46,Streaming,Y,Y,100.0,00:03:11,5.0,1,1,February
ID2554,Joe,2021-02-14,12:41:46,Payment related,Y,Y,70.0,00:01:10,2.0,1,1,February
ID2555,Stewart,2021-02-14,12:57:36,Streaming,N,N,,,,0,0,February
ID2556,Jim,2021-02-14,12:57:36,Technical Support,N,N,,,,0,0,February
ID2557,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,102.0,00:05:53,4.0,1,1,February
ID2558,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,82.0,00:03:19,3.0,1,1,February
ID2559,Joe,2021-02-14,13:26:24,Streaming,Y,N,24.0,00:04:07,5.0,1,0,February
ID2560,Stewart,2021-02-14,13:26:24,Admin Support,Y,Y,10.0,00:01:39,5.0,1,1,February
ID2561,Jim,2021-02-14,13:46:34,Payment related,N,N,,,,0,0,February
ID2562,Stewart,2021-02-14,13:46:34,Streaming,Y,Y,80.0,00:05:01,1.0,1,1,February
ID2563,Stewart,2021-02-14,13:50:53,Technical Support,Y,Y,63.0,00:06:14,4.0,1,1,February
ID2564,Greg,2021-02-14,13:50:53,Contract related,Y,Y,43.0,00:06:53,4.0,1,1,February
ID2565,Dan,2021-02-14,14:21:07,Payment related,N,N,,,,0,0,February
ID2566,Diane,2021-02-14,14:21:07,Payment related,Y,Y,87.0,00:02:02,4.0,1,1,February
ID2567,Joe,2021-02-14,14:24:00,Technical Support,Y,Y,125.0,00:06:04,4.0,1,1,February
ID2568,Stewart,2021-02-14,14:24:00,Payment related,Y,Y,56.0,00:03:52,1.0,1,1,February
ID2569,Greg,2021-02-14,14:49:55,Payment related,Y,Y,88.0,00:03:46,3.0,1,1,February
ID2570,Jim,2021-02-14,14:49:55,Payment related,Y,Y,45.0,00:01:17,4.0,1,1,February
ID2571,Dan,2021-02-14,14:51:22,Technical Support,Y,Y,24.0,00:02:01,4.0,1,1,February
ID2572,Jim,2021-02-14,14:51:22,Contract related,Y,Y,23.0,00:04:12,5.0,1,1,February
ID2573,Becky,2021-02-14,15:34:34,Payment related,Y,Y,66.0,00:06:47,5.0,1,1,February
ID2574,Martha,2021-02-14,15:34:34,Admin Support,N,N,,,,0,0,February
ID2575,Joe,2021-02-14,16:27:50,Streaming,Y,Y,67.0,00:01:35,4.0,1,1,February
ID2576,Becky,2021-02-14,16:27:50,Technical Support,Y,Y,39.0,00:05:14,1.0,1,1,February
ID2577,Becky,2021-02-14,16:37:55,Streaming,Y,Y,70.0,00:00:39,1.0,1,1,February
ID2578,Jim,2021-02-14,16:37:55,Admin Support,Y,Y,40.0,00:06:39,5.0,1,1,February
ID2579,Stewart,2021-02-14,16:37:55,Contract related,N,N,,,,0,0,February
ID2580,Martha,2021-02-14,16:37:55,Admin Support,Y,Y,28.0,00:06:26,3.0,1,1,February
ID2581,Joe,2021-02-14,16:50:53,Technical Support,Y,Y,107.0,00:03:39,2.0,1,1,February
ID2582,Stewart,2021-02-14,16:50:53,Payment related,Y,Y,62.0,00:04:42,4.0,1,1,February
ID2583,Diane,2021-02-14,16:53:46,Technical Support,Y,Y,80.0,00:04:20,4.0,1,1,February
ID2584,Stewart,2021-02-14,16:53:46,Contract related,Y,Y,63.0,00:03:06,3.0,1,1,February
ID2585,Becky,2021-02-14,17:09:36,Technical Support,Y,Y,36.0,00:05:18,3.0,1,1,February
ID2586,Dan,2021-02-14,17:09:36,Contract related,Y,Y,64.0,00:02:05,3.0,1,1,February
ID2587,Greg,2021-02-14,17:09:36,Contract related,Y,Y,110.0,00:05:43,3.0,1,1,February
ID2588,Jim,2021-02-14,17:09:36,Admin Support,Y,Y,43.0,00:06:22,3.0,1,1,February
ID2589,Jim,2021-02-14,17:11:02,Technical Support,Y,Y,76.0,00:04:44,5.0,1,1,February
ID2590,Joe,2021-02-14,17:11:02,Technical Support,Y,Y,45.0,00:02:29,2.0,1,1,February
ID2591,Martha,2021-02-14,17:36:58,Streaming,Y,N,109.0,00:01:12,3.0,1,0,February
ID2592,Joe,2021-02-14,17:36:58,Streaming,Y,Y,68.0,00:06:54,4.0,1,1,February
ID2593,Greg,2021-02-14,17:42:43,Contract related,Y,N,99.0,00:06:54,1.0,1,0,February
ID2594,Dan,2021-02-14,17:42:43,Contract related,Y,Y,27.0,00:04:05,4.0,1,1,February
ID2595,Greg,2021-02-15,09:00:00,Streaming,Y,Y,14.0,00:00:58,3.0,1,1,February
ID2596,Greg,2021-02-15,09:00:00,Admin Support,Y,Y,81.0,00:04:21,3.0,1,1,February
ID2597,Dan,2021-02-15,09:33:07,Admin Support,Y,Y,24.0,00:03:07,3.0,1,1,February
ID2598,Dan,2021-02-15,09:33:07,Contract related,Y,Y,13.0,00:05:48,1.0,1,1,February
ID2599,Becky,2021-02-15,10:01:55,Technical Support,Y,Y,89.0,00:00:53,1.0,1,1,February
ID2600,Becky,2021-02-15,10:01:55,Streaming,Y,Y,103.0,00:05:57,4.0,1,1,February
ID2601,Jim,2021-02-15,10:01:55,Payment related,Y,Y,103.0,00:03:48,3.0,1,1,February
ID2602,Greg,2021-02-15,10:01:55,Payment related,N,N,,,,0,0,February
ID2603,Stewart,2021-02-15,10:20:38,Contract related,Y,N,59.0,00:03:31,3.0,1,0,February
ID2604,Joe,2021-02-15,10:20:38,Payment related,Y,Y,113.0,00:01:38,3.0,1,1,February
ID2605,Diane,2021-02-15,11:12:29,Contract related,Y,Y,69.0,00:01:52,2.0,1,1,February
ID2606,Diane,2021-02-15,11:12:29,Technical Support,Y,Y,69.0,00:01:51,2.0,1,1,February
ID2607,Becky,2021-02-15,11:34:05,Technical Support,Y,N,11.0,00:05:07,4.0,1,0,February
ID2608,Dan,2021-02-15,11:34:05,Contract related,Y,Y,75.0,00:04:11,2.0,1,1,February
ID2609,Jim,2021-02-15,11:41:17,Technical Support,Y,N,24.0,00:02:32,5.0,1,0,February
ID2610,Becky,2021-02-15,11:41:17,Admin Support,Y,Y,124.0,00:06:08,3.0,1,1,February
ID2611,Greg,2021-02-15,11:45:36,Admin Support,Y,Y,32.0,00:02:34,5.0,1,1,February
ID2612,Stewart,2021-02-15,11:45:36,Admin Support,Y,Y,105.0,00:06:34,5.0,1,1,February
ID2613,Becky,2021-02-15,11:48:29,Technical Support,N,N,,,,0,0,February
ID2614,Jim,2021-02-15,11:48:29,Payment related,Y,Y,94.0,00:01:03,4.0,1,1,February
ID2615,Joe,2021-02-15,12:07:12,Contract related,Y,Y,107.0,00:02:16,4.0,1,1,February
ID2616,Diane,2021-02-15,12:07:12,Admin Support,Y,Y,79.0,00:05:33,5.0,1,1,February
ID2617,Dan,2021-02-15,12:21:36,Contract related,N,N,,,,0,0,February
ID2618,Becky,2021-02-15,12:21:36,Admin Support,Y,Y,59.0,00:02:05,4.0,1,1,February
ID2619,Dan,2021-02-15,12:38:53,Technical Support,Y,N,117.0,00:04:54,3.0,1,0,February
ID2620,Martha,2021-02-15,12:38:53,Streaming,Y,Y,37.0,00:01:51,3.0,1,1,February
ID2621,Dan,2021-02-15,13:00:29,Admin Support,Y,Y,94.0,00:05:20,4.0,1,1,February
